"","RADIUS","X","Y","OPAQUE"
"1",-0.5,0.5,0.5,0.1
"2",0.25,0.5,0.25,0.1
"3",0.25,0.5,0.75,0.1
"4",0.166666666666667,0.833333333333333,0.5,0.1
"5",0.0833333333333333,0.833333333333333,0.25,0.2
"6",0.0454545454545455,0.772727272727273,0.136363636363636,0.3
"7",0.0277777777777778,0.722222222222222,0.0833333333333333,0.4
"8",0.0185185185185185,0.685185185185185,0.0555555555555556,0.5
"9",0.0131578947368421,0.657894736842105,0.0394736842105263,0.6
"10",0.00980392156862745,0.637254901960784,0.0294117647058824,0.7
"11",0.00757575757575758,0.621212121212121,0.0227272727272727,0.8
"12",0.00602409638554217,0.608433734939759,0.0180722891566265,0.9
"13",0.00490196078431373,0.598039215686274,0.0147058823529412,1
"14",0.00170068027210884,0.615646258503401,0.0153061224489796,1
"15",0.00165016501650165,0.612211221122112,0.0247524752475248,1
"16",0.00217391304347826,0.630434782608696,0.0195652173913043,0.9
"17",0.00101214574898785,0.633603238866397,0.0192307692307692,1
"18",0.00209205020920502,0.625523012552301,0.0313807531380753,0.9
"19",0.0028735632183908,0.649425287356322,0.0258620689655172,0.8
"20",0.00121951219512195,0.646341463414634,0.0231707317073171,0.9
"21",0.00134770889487871,0.653638814016173,0.0256064690026954,0.9
"22",0.00273224043715847,0.64207650273224,0.040983606557377,0.8
"23",0.00115207373271889,0.638248847926267,0.0403225806451613,0.9
"24",0.00126582278481013,0.644303797468354,0.0443037974683544,0.9
"25",0.00396825396825397,0.674603174603175,0.0357142857142857,0.7
"26",0.00167224080267559,0.67056856187291,0.0317725752508361,0.8
"27",0.0018796992481203,0.680451127819549,0.0357142857142857,0.8
"28",0.00109170305676856,0.683406113537118,0.0360262008733624,0.9
"29",0.00130548302872063,0.672323759791123,0.0404699738903394,0.8
"30",0.0037037037037037,0.662962962962963,0.0555555555555556,0.7
"31",0.00154798761609907,0.657894736842105,0.0541795665634675,0.8
"32",0.00125628140703518,0.665829145728643,0.0515075376884422,0.8
"33",0.00172413793103448,0.66551724137931,0.0603448275862069,0.8
"34",0.00581395348837209,0.709302325581395,0.0523255813953488,0.6
"35",0.00242718446601942,0.703883495145631,0.0461165048543689,0.7
"36",0.00132275132275132,0.701058201058201,0.0436507936507937,0.8
"37",0.00279329608938547,0.717877094972067,0.053072625698324,0.7
"38",0.00163398692810458,0.722222222222222,0.053921568627451,0.8
"39",0.00107066381156317,0.724839400428266,0.0546038543897216,0.9
"40",0.00190114068441065,0.70532319391635,0.05893536121673,0.7
"41",0.00526315789473684,0.689473684210526,0.0789473684210526,0.6
"42",0.00217391304347826,0.682608695652174,0.0760869565217391,0.7
"43",0.00118203309692671,0.679669030732861,0.074468085106383,0.8
"44",0.00179856115107914,0.694244604316547,0.0737410071942446,0.7
"45",0.00246305418719212,0.692118226600985,0.0862068965517241,0.7
"46",0.00142450142450142,0.693732193732194,0.0897435897435897,0.8
"47",0.00925925925925926,0.759259259259259,0.0833333333333333,0.5
"48",0.00381679389312977,0.751908396946565,0.0725190839694656,0.6
"49",0.00206611570247934,0.747933884297521,0.0681818181818182,0.7
"50",0.00129198966408269,0.745478036175711,0.0658914728682171,0.8
"51",0.00142857142857143,0.757142857142857,0.0728571428571429,0.7
"52",0.00122850122850123,0.750614250614251,0.0773955773955774,0.7
"53",0.00454545454545455,0.772727272727273,0.0863636363636364,0.6
"54",0.00158730158730159,0.76984126984127,0.080952380952381,0.7
"55",0.00268817204301075,0.779569892473118,0.0887096774193548,0.7
"56",0.00177304964539007,0.783687943262411,0.0904255319148936,0.8
"57",0.00125628140703518,0.78643216080402,0.0917085427135678,0.9
"58",0.00142450142450142,0.767806267806268,0.0897435897435897,0.7
"59",0.0029940119760479,0.751497005988024,0.092814371257485,0.6
"60",0.00107066381156317,0.750535331905782,0.088865096359743,0.7
"61",0.00112107623318386,0.755605381165919,0.0930493273542601,0.7
"62",0.0014792899408284,0.748520710059172,0.0961538461538462,0.7
"63",0.00793650793650794,0.722222222222222,0.119047619047619,0.5
"64",0.0032258064516129,0.712903225806452,0.112903225806452,0.6
"65",0.00174216027874564,0.709059233449477,0.109756097560976,0.7
"66",0.00108932461873638,0.706971677559913,0.107843137254902,0.8
"67",0.00106382978723404,0.717021276595745,0.111702127659574,0.7
"68",0.00118483412322275,0.713270142180095,0.117298578199052,0.7
"69",0.00274725274725275,0.730769230769231,0.112637362637363,0.6
"70",0.00139275766016713,0.733983286908078,0.110027855153203,0.7
"71",0.00101214574898785,0.730769230769231,0.116396761133603,0.7
"72",0.00373134328358209,0.723880597014925,0.130597014925373,0.6
"73",0.00129198966408269,0.719638242894057,0.127906976744186,0.7
"74",0.00120772946859903,0.727053140096618,0.126811594202899,0.7
"75",0.00216450216450216,0.725108225108225,0.136363636363636,0.7
"76",0.00141242937853107,0.725988700564972,0.139830508474576,0.8
"77",0.0166666666666667,0.833333333333333,0.15,0.4
"78",0.00675675675675676,0.824324324324324,0.128378378378378,0.5
"79",0.0036231884057971,0.818840579710145,0.119565217391304,0.6
"80",0.00225225225225225,0.815315315315315,0.114864864864865,0.7
"81",0.00153374233128834,0.812883435582822,0.111963190184049,0.8
"82",0.00111111111111111,0.811111111111111,0.11,0.9
"83",0.00121654501216545,0.82360097323601,0.12043795620438,0.7
"84",0.00111856823266219,0.817673378076063,0.124161073825503,0.7
"85",0.00256410256410256,0.833333333333333,0.130769230769231,0.6
"86",0.00133689839572193,0.836898395721925,0.132352941176471,0.7
"87",0.00216450216450216,0.82034632034632,0.136363636363636,0.6
"88",0.00106382978723404,0.819148936170213,0.13936170212766,0.7
"89",0.00847457627118644,0.855932203389831,0.161016949152542,0.5
"90",0.00294117647058824,0.852941176470588,0.15,0.6
"91",0.00147492625368732,0.851032448377581,0.146017699115044,0.7
"92",0.00117370892018779,0.856807511737089,0.151408450704225,0.7
"93",0.00510204081632653,0.86734693877551,0.168367346938776,0.6
"94",0.00163398692810458,0.866013071895425,0.161764705882353,0.7
"95",0.00340136054421769,0.874149659863945,0.173469387755102,0.7
"96",0.00103734439834025,0.873443983402489,0.169087136929461,0.8
"97",0.00242718446601942,0.878640776699029,0.177184466019417,0.8
"98",0.00181818181818182,0.881818181818182,0.18,0.9
"99",0.00141242937853107,0.884180790960452,0.182203389830508,1
"100",0.00152905198776758,0.86085626911315,0.169724770642202,0.7
"101",0.00261780104712042,0.845549738219895,0.164921465968586,0.6
"102",0.00103734439834025,0.848547717842324,0.16701244813278,0.7
"103",0.00126582278481013,0.841772151898734,0.165822784810127,0.7
"104",0.00526315789473684,0.815789473684211,0.163157894736842,0.5
"105",0.0018796992481203,0.815789473684211,0.156015037593985,0.6
"106",0.00199203187250996,0.822709163346614,0.165338645418327,0.6
"107",0.00104384133611691,0.825678496868476,0.165970772442589,0.7
"108",0.00257731958762887,0.809278350515464,0.167525773195876,0.6
"109",0.00152905198776758,0.805810397553517,0.169724770642202,0.7
"110",0.00101214574898785,0.803643724696356,0.171052631578947,0.8
"111",0.0128205128205128,0.756410256410256,0.192307692307692,0.4
"112",0.00510204081632653,0.744897959183674,0.178571428571429,0.5
"113",0.00273224043715847,0.740437158469946,0.172131147540984,0.6
"114",0.00170068027210884,0.738095238095238,0.168367346938776,0.7
"115",0.00116009280742459,0.736658932714617,0.165893271461717,0.8
"116",0.00170068027210884,0.751700680272109,0.178571428571429,0.6
"117",0.00187265917602996,0.743445692883895,0.185393258426966,0.6
"118",0.00454545454545455,0.772727272727273,0.186363636363636,0.5
"119",0.00159235668789809,0.767515923566879,0.18312101910828,0.6
"120",0.00232558139534884,0.779069767441861,0.183720930232558,0.6
"121",0.00141242937853107,0.782485875706215,0.182203389830508,0.7
"122",0.00167224080267559,0.770903010033445,0.192307692307692,0.6
"123",0.00602409638554217,0.753012048192771,0.210843373493976,0.5
"124",0.00206611570247934,0.747933884297521,0.204545454545455,0.6
"125",0.0010351966873706,0.746376811594203,0.201863354037267,0.7
"126",0.00196850393700787,0.759842519685039,0.206692913385827,0.6
"127",0.0034965034965035,0.751748251748252,0.22027972027972,0.6
"128",0.00111111111111111,0.748888888888889,0.216666666666667,0.7
"129",0.00108225108225108,0.755411255411255,0.217532467532468,0.7
"130",0.00228310502283105,0.751141552511416,0.226027397260274,0.7
"131",0.00160771704180064,0.7508038585209,0.229903536977492,0.8
"132",0.00119331742243437,0.750596658711217,0.232696897374702,0.9
"133",0.0357142857142857,0.928571428571429,0.321428571428571,0.3
"134",0.0142857142857143,0.928571428571429,0.271428571428571,0.4
"135",0.00757575757575758,0.924242424242424,0.25,0.5
"136",0.00467289719626168,0.920560747663551,0.238317757009346,0.6
"137",0.00316455696202532,0.917721518987342,0.231012658227848,0.7
"138",0.00228310502283105,0.915525114155251,0.226027397260274,0.8
"139",0.00172413793103448,0.913793103448276,0.222413793103448,0.9
"140",0.00134770889487871,0.912398921832884,0.219676549865229,1
"141",0.0014792899408284,0.92603550295858,0.24112426035503,0.7
"142",0.00139275766016713,0.917827298050139,0.243732590529248,0.7
"143",0.00257731958762887,0.93298969072165,0.255154639175258,0.6
"144",0.0010351966873706,0.932712215320911,0.251552795031056,0.7
"145",0.00128205128205128,0.935897435897436,0.257692307692308,0.7
"146",0.00232558139534884,0.918604651162791,0.258139534883721,0.6
"147",0.00112107623318386,0.917040358744395,0.261210762331839,0.7
"148",0.00555555555555556,0.944444444444444,0.283333333333333,0.5
"149",0.00213675213675214,0.944444444444444,0.275641025641026,0.6
"150",0.00112107623318386,0.943946188340807,0.272421524663677,0.7
"151",0.00292397660818713,0.950292397660819,0.289473684210526,0.6
"152",0.00179856115107914,0.953237410071942,0.293165467625899,0.7
"153",0.00121654501216545,0.954987834549878,0.295620437956204,0.8
"154",0.0017921146953405,0.937275985663082,0.28494623655914,0.6
"155",0.0045045045045045,0.914414414414414,0.283783783783784,0.5
"156",0.00172413793103448,0.913793103448276,0.277586206896552,0.6
"157",0.00159235668789809,0.920382165605096,0.285031847133758,0.6
"158",0.00220264317180617,0.909691629955947,0.288546255506608,0.6
"159",0.00130548302872063,0.907310704960835,0.2911227154047,0.7
"160",0.0192307692307692,0.961538461538462,0.365384615384615,0.4
"161",0.00666666666666667,0.966666666666667,0.34,0.5
"162",0.00333333333333333,0.966666666666667,0.33,0.6
"163",0.00199203187250996,0.966135458167331,0.324701195219123,0.7
"164",0.00132275132275132,0.965608465608466,0.321428571428571,0.8
"165",0.00115207373271889,0.970046082949309,0.33294930875576,0.7
"166",0.00104384133611691,0.963465553235908,0.332985386221294,0.7
"167",0.00268817204301075,0.973118279569892,0.346774193548387,0.6
"168",0.00101214574898785,0.973684210526316,0.343117408906883,0.7
"169",0.00144092219020173,0.975504322766571,0.35014409221902,0.7
"170",0.00216450216450216,0.958874458874459,0.344155844155844,0.6
"171",0.00107066381156317,0.95610278372591,0.345824411134904,0.7
"172",0.0119047619047619,0.976190476190476,0.392857142857143,0.5
"173",0.00381679389312977,0.980916030534351,0.377862595419847,0.6
"174",0.00185185185185185,0.981481481481482,0.372222222222222,0.7
"175",0.00108932461873638,0.981481481481482,0.369281045751634,0.8
"176",0.00157232704402516,0.984276729559748,0.382075471698113,0.7
"177",0.0012531328320802,0.976190476190476,0.379699248120301,0.7
"178",0.00806451612903226,0.983870967741935,0.411290322580645,0.6
"179",0.00246305418719212,0.987684729064039,0.401477832512315,0.7
"180",0.00117370892018779,0.988262910798122,0.397887323943662,0.8
"181",0.00102880658436214,0.989711934156379,0.404320987654321,0.8
"182",0.00581395348837209,0.988372093023256,0.424418604651163,0.7
"183",0.00171821305841924,0.991408934707904,0.417525773195876,0.8
"184",0.0043859649122807,0.991228070175439,0.434210526315789,0.8
"185",0.00126582278481013,0.993670886075949,0.429113924050633,0.9
"186",0.00342465753424658,0.993150684931507,0.441780821917808,0.9
"187",0.00274725274725275,0.994505494505495,0.447802197802198,1
"188",0.00122850122850123,0.986486486486487,0.431203931203931,0.9
"189",0.00165016501650165,0.981848184818482,0.420792079207921,0.8
"190",0.00232558139534884,0.974418604651163,0.406976744186047,0.7
"191",0.00109170305676856,0.971615720524017,0.405021834061135,0.8
"192",0.0034965034965035,0.961538461538462,0.388111888111888,0.6
"193",0.00119331742243437,0.965393794749403,0.385441527446301,0.7
"194",0.00142857142857143,0.962857142857143,0.392857142857143,0.7
"195",0.00165562913907285,0.956953642384106,0.385761589403974,0.7
"196",0.00574712643678161,0.936781609195402,0.362068965517241,0.5
"197",0.00199203187250996,0.942231075697211,0.356573705179283,0.6
"198",0.00101010101010101,0.944444444444444,0.354545454545455,0.7
"199",0.00229357798165138,0.940366972477064,0.369266055045872,0.6
"200",0.00122850122850123,0.942260442260442,0.372235872235872,0.7
"201",0.00274725274725275,0.928571428571429,0.35989010989011,0.6
"202",0.00160771704180064,0.92443729903537,0.358520900321543,0.7
"203",0.00105485232067511,0.921940928270042,0.357594936708861,0.8
"204",0.0106382978723404,0.882978723404255,0.329787234042553,0.4
"205",0.00381679389312977,0.889312977099237,0.316793893129771,0.5
"206",0.00196078431372549,0.892156862745098,0.311764705882353,0.6
"207",0.00119331742243437,0.893794749403341,0.309069212410501,0.7
"208",0.00132275132275132,0.891534391534392,0.321428571428571,0.6
"209",0.00141242937853107,0.884180790960452,0.317796610169492,0.6
"210",0.00409836065573771,0.89344262295082,0.340163934426229,0.5
"211",0.00137741046831956,0.893939393939394,0.334710743801653,0.6
"212",0.00216450216450216,0.898268398268398,0.344155844155844,0.6
"213",0.00133689839572193,0.901069518716578,0.346256684491979,0.7
"214",0.00151515151515152,0.887878787878788,0.340909090909091,0.6
"215",0.00510204081632653,0.86734693877551,0.331632653061224,0.5
"216",0.00167224080267559,0.87123745819398,0.326086956521739,0.6
"217",0.00172413793103448,0.872413793103448,0.336206896551724,0.6
"218",0.0029940119760479,0.859281437125749,0.332335329341317,0.6
"219",0.00196850393700787,0.854330708661417,0.332677165354331,0.7
"220",0.00139275766016713,0.850974930362117,0.332869080779944,0.8
"221",0.00103734439834025,0.848547717842324,0.33298755186722,0.9
"222",0.0217391304347826,0.760869565217391,0.326086956521739,0.3
"223",0.00847457627118644,0.754237288135593,0.296610169491525,0.4
"224",0.0045045045045045,0.752252252252252,0.283783783783784,0.5
"225",0.00279329608938547,0.751396648044693,0.276536312849162,0.6
"226",0.00190114068441065,0.750950570342205,0.271863117870722,0.7
"227",0.00137741046831956,0.75068870523416,0.268595041322314,0.8
"228",0.00104384133611691,0.750521920668058,0.266179540709812,0.9
"229",0.00142857142857143,0.757142857142857,0.287142857142857,0.6
"230",0.0014792899408284,0.748520710059172,0.288461538461538,0.6
"231",0.0028735632183908,0.764367816091954,0.301724137931034,0.5
"232",0.0010989010989011,0.763736263736264,0.297802197802198,0.6
"233",0.00144092219020173,0.768011527377522,0.304034582132565,0.6
"234",0.00308641975308642,0.746913580246914,0.305555555555556,0.5
"235",0.00118203309692671,0.745862884160757,0.301418439716312,0.6
"236",0.00102880658436214,0.751028806584362,0.305555555555556,0.6
"237",0.00158730158730159,0.744444444444444,0.30952380952381,0.6
"238",0.00806451612903226,0.790322580645161,0.330645161290323,0.4
"239",0.00279329608938547,0.784916201117318,0.32122905027933,0.5
"240",0.00141242937853107,0.782485875706215,0.317796610169492,0.6
"241",0.00106157112526539,0.788747346072187,0.321656050955414,0.6
"242",0.00420168067226891,0.802521008403361,0.331932773109244,0.5
"243",0.00134770889487871,0.799191374663073,0.327493261455526,0.6
"244",0.00257731958762887,0.809278350515464,0.332474226804124,0.6
"245",0.00174216027874564,0.813588850174216,0.332752613240418,0.7
"246",0.00125628140703518,0.816582914572864,0.332914572864322,0.8
"247",0.00138121546961326,0.798342541436464,0.335635359116022,0.6
"248",0.00294117647058824,0.782352941176471,0.338235294117647,0.5
"249",0.00111856823266219,0.786353467561521,0.338926174496644,0.6
"250",0.00151515151515152,0.778787878787879,0.340909090909091,0.6
"251",0.01,0.74,0.35,0.4
"252",0.00340136054421769,0.738095238095238,0.336734693877551,0.5
"253",0.00170068027210884,0.738095238095238,0.331632653061224,0.6
"254",0.0010183299389002,0.738289205702648,0.328920570264766,0.7
"255",0.00114155251141553,0.742009132420091,0.339041095890411,0.6
"256",0.00133333333333333,0.734666666666667,0.34,0.6
"257",0.00333333333333333,0.753333333333333,0.35,0.5
"258",0.00112866817155756,0.750564334085779,0.346501128668172,0.6
"259",0.00165562913907285,0.758278145695364,0.349337748344371,0.6
"260",0.00130548302872063,0.75065274151436,0.35378590078329,0.6
"261",0.00574712643678161,0.729885057471264,0.362068965517241,0.5
"262",0.00181818181818182,0.729090909090909,0.354545454545455,0.6
"263",0.00179856115107914,0.737410071942446,0.361510791366906,0.6
"264",0.00373134328358209,0.723880597014925,0.369402985074627,0.6
"265",0.00112866817155756,0.723476297968397,0.364559819413093,0.7
"266",0.00112107623318386,0.728699551569507,0.368834080717489,0.7
"267",0.00261780104712042,0.719895287958115,0.37434554973822,0.7
"268",0.00193798449612403,0.717054263565892,0.377906976744186,0.8
"269",0.00149253731343284,0.714925373134328,0.380597014925373,0.9
"270",0.00118483412322275,0.713270142180095,0.382701421800948,1
"271",0.0833333333333333,0.833333333333333,0.75,0.2
"272",0.0357142857142857,0.928571428571429,0.678571428571429,0.3
"273",0.0192307692307692,0.961538461538462,0.634615384615385,0.4
"274",0.0119047619047619,0.976190476190476,0.607142857142857,0.5
"275",0.00806451612903226,0.983870967741935,0.588709677419355,0.6
"276",0.00581395348837209,0.988372093023256,0.575581395348837,0.7
"277",0.0043859649122807,0.991228070175439,0.565789473684211,0.8
"278",0.00342465753424658,0.993150684931507,0.558219178082192,0.9
"279",0.00274725274725275,0.994505494505495,0.552197802197802,1
"280",0.00126582278481013,0.993670886075949,0.570886075949367,0.9
"281",0.00122850122850123,0.986486486486487,0.568796068796069,0.9
"282",0.00171821305841924,0.991408934707904,0.582474226804124,0.8
"283",0.00165016501650165,0.981848184818482,0.579207920792079,0.8
"284",0.00246305418719212,0.987684729064039,0.598522167487685,0.7
"285",0.00102880658436214,0.989711934156379,0.595679012345679,0.8
"286",0.00117370892018779,0.988262910798122,0.602112676056338,0.8
"287",0.00232558139534884,0.974418604651163,0.593023255813954,0.7
"288",0.00109170305676856,0.971615720524017,0.594978165938865,0.8
"289",0.00381679389312977,0.980916030534351,0.622137404580153,0.6
"290",0.00157232704402516,0.984276729559748,0.617924528301887,0.7
"291",0.00185185185185185,0.981481481481482,0.627777777777778,0.7
"292",0.00108932461873638,0.981481481481482,0.630718954248366,0.8
"293",0.0012531328320802,0.976190476190476,0.620300751879699,0.7
"294",0.0034965034965035,0.961538461538462,0.611888111888112,0.6
"295",0.00142857142857143,0.962857142857143,0.607142857142857,0.7
"296",0.00119331742243437,0.965393794749403,0.614558472553699,0.7
"297",0.00165562913907285,0.956953642384106,0.614238410596026,0.7
"298",0.00666666666666667,0.966666666666667,0.66,0.5
"299",0.00268817204301075,0.973118279569892,0.653225806451613,0.6
"300",0.00144092219020173,0.975504322766571,0.64985590778098,0.7
"301",0.00101214574898785,0.973684210526316,0.656882591093117,0.7
"302",0.00333333333333333,0.966666666666667,0.67,0.6
"303",0.00115207373271889,0.970046082949309,0.66705069124424,0.7
"304",0.00199203187250996,0.966135458167331,0.675298804780876,0.7
"305",0.00132275132275132,0.965608465608466,0.678571428571429,0.8
"306",0.00104384133611691,0.963465553235908,0.667014613778706,0.7
"307",0.00216450216450216,0.958874458874459,0.655844155844156,0.6
"308",0.00107066381156317,0.95610278372591,0.654175588865096,0.7
"309",0.00574712643678161,0.936781609195402,0.637931034482759,0.5
"310",0.00229357798165138,0.940366972477064,0.630733944954128,0.6
"311",0.00122850122850123,0.942260442260442,0.627764127764128,0.7
"312",0.00199203187250996,0.942231075697211,0.643426294820717,0.6
"313",0.00101010101010101,0.944444444444444,0.645454545454546,0.7
"314",0.00274725274725275,0.928571428571429,0.64010989010989,0.6
"315",0.00160771704180064,0.92443729903537,0.641479099678457,0.7
"316",0.00105485232067511,0.921940928270042,0.642405063291139,0.8
"317",0.0142857142857143,0.928571428571429,0.728571428571429,0.4
"318",0.00555555555555556,0.944444444444444,0.716666666666667,0.5
"319",0.00292397660818713,0.950292397660819,0.710526315789474,0.6
"320",0.00179856115107914,0.953237410071942,0.706834532374101,0.7
"321",0.00121654501216545,0.954987834549878,0.704379562043796,0.8
"322",0.00213675213675214,0.944444444444444,0.724358974358974,0.6
"323",0.00112107623318386,0.943946188340807,0.727578475336323,0.7
"324",0.0017921146953405,0.937275985663082,0.71505376344086,0.6
"325",0.00757575757575758,0.924242424242424,0.75,0.5
"326",0.00257731958762887,0.93298969072165,0.744845360824742,0.6
"327",0.00128205128205128,0.935897435897436,0.742307692307692,0.7
"328",0.0010351966873706,0.932712215320911,0.748447204968944,0.7
"329",0.00467289719626168,0.920560747663551,0.761682242990654,0.6
"330",0.0014792899408284,0.92603550295858,0.75887573964497,0.7
"331",0.00316455696202532,0.917721518987342,0.768987341772152,0.7
"332",0.00228310502283105,0.915525114155251,0.773972602739726,0.8
"333",0.00172413793103448,0.913793103448276,0.777586206896552,0.9
"334",0.00134770889487871,0.912398921832884,0.780323450134771,1
"335",0.00139275766016713,0.917827298050139,0.756267409470752,0.7
"336",0.00232558139534884,0.918604651162791,0.741860465116279,0.6
"337",0.00112107623318386,0.917040358744395,0.738789237668161,0.7
"338",0.0045045045045045,0.914414414414414,0.716216216216216,0.5
"339",0.00159235668789809,0.920382165605096,0.714968152866242,0.6
"340",0.00172413793103448,0.913793103448276,0.722413793103448,0.6
"341",0.00220264317180617,0.909691629955947,0.711453744493392,0.6
"342",0.00130548302872063,0.907310704960835,0.7088772845953,0.7
"343",0.0106382978723404,0.882978723404255,0.670212765957447,0.4
"344",0.00409836065573771,0.89344262295082,0.659836065573771,0.5
"345",0.00216450216450216,0.898268398268398,0.655844155844156,0.6
"346",0.00133689839572193,0.901069518716578,0.653743315508021,0.7
"347",0.00137741046831956,0.893939393939394,0.665289256198347,0.6
"348",0.00151515151515152,0.887878787878788,0.659090909090909,0.6
"349",0.00381679389312977,0.889312977099237,0.683206106870229,0.5
"350",0.00132275132275132,0.891534391534392,0.678571428571429,0.6
"351",0.00196078431372549,0.892156862745098,0.688235294117647,0.6
"352",0.00119331742243437,0.893794749403341,0.690930787589499,0.7
"353",0.00141242937853107,0.884180790960452,0.682203389830508,0.6
"354",0.00510204081632653,0.86734693877551,0.668367346938776,0.5
"355",0.00172413793103448,0.872413793103448,0.663793103448276,0.6
"356",0.00167224080267559,0.87123745819398,0.673913043478261,0.6
"357",0.0029940119760479,0.859281437125749,0.667664670658683,0.6
"358",0.00196850393700787,0.854330708661417,0.667322834645669,0.7
"359",0.00139275766016713,0.850974930362117,0.667130919220056,0.8
"360",0.00103734439834025,0.848547717842324,0.66701244813278,0.9
"361",0.0454545454545455,0.772727272727273,0.863636363636364,0.3
"362",0.0166666666666667,0.833333333333333,0.85,0.4
"363",0.00847457627118644,0.855932203389831,0.838983050847458,0.5
"364",0.00510204081632653,0.86734693877551,0.831632653061224,0.6
"365",0.00340136054421769,0.874149659863945,0.826530612244898,0.7
"366",0.00242718446601942,0.878640776699029,0.822815533980583,0.8
"367",0.00181818181818182,0.881818181818182,0.82,0.9
"368",0.00141242937853107,0.884180790960452,0.817796610169492,1
"369",0.00103734439834025,0.873443983402489,0.830912863070539,0.8
"370",0.00163398692810458,0.866013071895425,0.838235294117647,0.7
"371",0.00152905198776758,0.86085626911315,0.830275229357798,0.7
"372",0.00294117647058824,0.852941176470588,0.85,0.6
"373",0.00117370892018779,0.856807511737089,0.848591549295775,0.7
"374",0.00147492625368732,0.851032448377581,0.853982300884956,0.7
"375",0.00261780104712042,0.845549738219895,0.835078534031414,0.6
"376",0.00103734439834025,0.848547717842324,0.83298755186722,0.7
"377",0.00126582278481013,0.841772151898734,0.834177215189873,0.7
"378",0.00675675675675676,0.824324324324324,0.871621621621622,0.5
"379",0.00256410256410256,0.833333333333333,0.869230769230769,0.6
"380",0.00133689839572193,0.836898395721925,0.867647058823529,0.7
"381",0.0036231884057971,0.818840579710145,0.880434782608696,0.6
"382",0.00121654501216545,0.82360097323601,0.87956204379562,0.7
"383",0.00225225225225225,0.815315315315315,0.885135135135135,0.7
"384",0.00153374233128834,0.812883435582822,0.888036809815951,0.8
"385",0.00111111111111111,0.811111111111111,0.89,0.9
"386",0.00111856823266219,0.817673378076063,0.875838926174497,0.7
"387",0.00216450216450216,0.82034632034632,0.863636363636364,0.6
"388",0.00106382978723404,0.819148936170213,0.86063829787234,0.7
"389",0.00526315789473684,0.815789473684211,0.836842105263158,0.5
"390",0.00199203187250996,0.822709163346614,0.834661354581673,0.6
"391",0.00104384133611691,0.825678496868476,0.834029227557411,0.7
"392",0.0018796992481203,0.815789473684211,0.843984962406015,0.6
"393",0.00257731958762887,0.809278350515464,0.832474226804124,0.6
"394",0.00152905198776758,0.805810397553517,0.830275229357798,0.7
"395",0.00101214574898785,0.803643724696356,0.828947368421053,0.8
"396",0.0277777777777778,0.722222222222222,0.916666666666667,0.4
"397",0.00925925925925926,0.759259259259259,0.916666666666667,0.5
"398",0.00454545454545455,0.772727272727273,0.913636363636364,0.6
"399",0.00268817204301075,0.779569892473118,0.911290322580645,0.7
"400",0.00177304964539007,0.783687943262411,0.909574468085106,0.8
"401",0.00125628140703518,0.78643216080402,0.908291457286432,0.9
"402",0.00158730158730159,0.76984126984127,0.919047619047619,0.7
"403",0.00142450142450142,0.767806267806268,0.91025641025641,0.7
"404",0.00381679389312977,0.751908396946565,0.927480916030534,0.6
"405",0.00142857142857143,0.757142857142857,0.927142857142857,0.7
"406",0.00206611570247934,0.747933884297521,0.931818181818182,0.7
"407",0.00129198966408269,0.745478036175711,0.934108527131783,0.8
"408",0.00122850122850123,0.750614250614251,0.922604422604423,0.7
"409",0.0029940119760479,0.751497005988024,0.907185628742515,0.6
"410",0.00112107623318386,0.755605381165919,0.90695067264574,0.7
"411",0.00107066381156317,0.750535331905782,0.911134903640257,0.7
"412",0.0014792899408284,0.748520710059172,0.903846153846154,0.7
